ID_Tiempo_Costo,ID_Ruta,Tiempo_Transporte (hrs),Costo_Total ($),Fecha_Transporte
TC4028,R182,8.99,246,2017-02-28
TC4029,R143,1.78,71,2018-06-30
TC4030,R196,2.96,317,2024-12-21
TC4031,R439,4.21,465,2023-09-14
TC4032,R426,2.66,120,2021-11-19
TC4033,R042,8.08,257,2016/07/31
TC4034,R439,4.43,397,2021-09-26
TC4035,R210,4.79,417,2025-01-19
TC4036,R333,1.39,488,2018-02-20
TC4037,R310,5.65,396,2024-12-15
TC4038,R441,7.25,61,2023-04-18
TC4039,R084,9.91,497,2022-04-09
TC4040,R190,7.07,218,2023-08-21
TC4041,R341,2.11,261,2018-05-22
TC4042,R400,8.78,211,2021-02-08
TC4043,R180,7.23,222,2016/11/01
TC4044,R038,2.44,126,2022-05-24
TC4045,R408,8.98,214,2017-05-05
TC4046,R282,5.67,143,2019-11-05
TC4047,R021,8.13,371,2018-12-05
TC4048,R233,1.48,337,2022-07-31
TC4049,R484,9.5,353,2022-04-13
TC4050,R254,8.36,53,2020-08-14
TC4051,R138,3.21,417,2018-10-02
TC4052,R067,4.12,100,2022-08-06
TC4053,R452,3.25,147,2018-06-30
TC4054,R160,2.79,230,2017-03-09
TC4055,R147,7.91,197,2018-10-02
TC4056,R440,7.78,356,2019-10-15
TC4057,R285,8.93,392,2016/01/14
TC4058,R270,9.37,239,2018-09-06
TC4059,R341,5.43,166,2017-11-11
TC4060,R249,1.07,490,2018-06-29
TC4061,R039,2.53,189,2016/01/17
TC4062,R268,7.25,334,2017-11-18
TC4063,R385,4.16,178,2018-07-17
TC4064,R062,7.3,279,2019-03-22
TC4065,R393,6.12,353,2024-11-23
TC4066,R053,6.33,68,2017-03-05
TC4067,R212,2.36,163,2019-10-18
TC4068,R390,2.1,152,2020-02-14
TC4069,R146,9.5,135,2023-11-13
TC4070,R269,1.4,236,2022-12-14
TC4071,R335,7.95,375,2020-06-03
TC4072,R456,1.18,392,2024-10-26
TC4073,R040,3.64,105,2016/04/25
TC4074,R180,2.24,149,2020-04-22
TC4075,R240,1.38,108,2021-04-10
TC4076,R252,1.43,245,2020-02-11
TC4077,R442,7.31,449,2020-12-31
TC4078,R311,6.63,332,2023-09-07
TC4079,R318,3.41,93,2019-05-17
TC4080,R457,8.27,372,2016/03/05
TC4081,R356,2.62,499,2016/10/13
TC4082,R076,4.79,169,2018-01-26
TC4083,R299,3.46,417,2020-12-22
TC4084,R318,4.33,54,2020-05-24
TC4085,R298,1.45,121,2022-02-21
TC4086,R246,1.92,266,2018-09-17
TC4087,R237,3.31,277,2020-09-07
TC4088,R192,7.88,365,2016/12/18
TC4089,R348,6.56,170,2017-07-25
TC4090,R221,1.37,419,2021-04-18
TC4091,R038,6.6,434,2018-03-05
TC4092,R163,8.05,75,2022-12-04
TC4093,R249,9.85,105,2024-10-17
TC4094,R067,8.56,333,2022-06-30
TC4095,R417,8.6,359,2022-04-28
TC4096,R484,5.28,288,2017-01-03
TC4097,R357,9.47,72,2016/09/22
TC4098,R084,6.54,490,2020-11-29
TC4099,R082,1.58,309,2016/06/11
TC4100,R291,2.15,105,2024-06-24
TC4101,R053,9.11,371,2023-11-25
TC4102,R417,1.5,112,2019-12-31
TC4103,R353,3.68,397,2016/12/17
TC4104,R420,1.87,258,2020-01-26
TC4105,R081,6.65,149,2018-04-03
TC4106,R168,4.16,208,2019-01-30
TC4107,R339,8.1,358,2021-12-05
TC4108,R303,6.45,182,2022-12-10
TC4109,R487,2.74,459,2018-06-29
TC4110,R473,4.29,286,2018-07-28
TC4111,R386,9.8,365,2016/12/28
TC4112,R128,4.89,362,2022-10-01
TC4113,R426,6.5,81,2022-12-14
TC4114,R481,1.63,275,2017-10-02
TC4115,R379,3.59,481,2023-09-24
TC4116,R349,9.71,130,2018-06-26
TC4117,R209,4.04,424,2021-03-30
TC4118,R322,9.73,150,2017-08-04
TC4119,R295,4.28,129,2022-11-05
TC4120,R318,5.5,488,2016/01/06
TC4121,R069,5.07,373,2023-12-01
TC4122,R413,7.42,52,2018-04-10
TC4123,R184,3.43,416,2022-06-10
TC4124,R011,8.48,317,2020-09-17
TC4125,R227,5.97,116,2022-04-14
TC4126,R395,4.7,132,2019-03-23
TC4127,R045,1.12,367,2024-06-27
TC4128,R438,5.83,388,2017-01-15
TC4129,R218,9.0,361,2020-08-03
TC4130,R454,9.5,455,2017-05-23
TC4131,R123,9.74,111,2020-09-11
TC4132,R191,4.13,442,2018-08-30
TC4133,R242,9.04,330,2019-09-12
TC4134,R326,9.21,348,2016/08/02
TC4135,R082,7.87,199,2024-11-14
TC4136,R352,9.37,52,2018-06-06
TC4137,R173,5.47,192,2021-12-14
TC4138,R025,1.65,239,2018-04-12
TC4139,R370,1.64,374,2019-03-02
TC4140,R015,4.38,246,2020-05-10
TC4141,R452,7.12,455,2019-05-23
TC4142,R165,6.09,174,2023-01-28
TC4143,R386,3.16,423,2023-12-31
TC4144,R400,8.05,270,2017-10-03
TC4145,R345,3.54,436,2016/10/13
TC4146,R488,7.2,499,2023-05-28
TC4147,R297,9.63,394,2019-10-23
TC4148,R217,8.65,166,2024-03-14
TC4149,R307,2.13,346,2019-08-01
TC4150,R026,4.59,267,2020-07-30
TC4151,R456,7.11,163,2021-11-20
TC4152,R483,4.48,183,2022-05-09
TC4153,R062,6.81,247,2018-03-15
TC4154,R319,5.58,126,2018-10-18
TC4155,R497,7.09,206,2019-07-04
TC4156,R028,5.54,364,2022-11-26
TC4157,R256,4.09,164,2020-02-11
TC4158,R183,3.04,497,2016/11/14
TC4159,R293,1.95,107,2022-02-09
TC4160,R233,1.64,199,2024-07-11
TC4161,R256,9.24,202,2025-01-10
TC4162,R171,9.9,235,2017-12-22
TC4163,R331,2.79,475,2019-04-09
TC4164,R090,2.11,464,2022-06-14
TC4165,R050,4.77,99,2018-03-12
TC4166,R220,6.16,223,2024-05-18
TC4167,R117,9.0,372,2017-07-11
TC4168,R481,3.98,225,2024-06-28
TC4169,R458,8.1,360,2020-11-18
TC4170,R102,8.13,253,2017-05-30
TC4171,R311,1.22,105,2017-02-27
TC4172,R228,1.73,220,2018-04-30
TC4173,R167,8.66,387,2023-04-10
TC4174,R311,2.48,250,2018-03-02
TC4175,R135,4.13,360,2024-09-23
TC4176,R165,9.57,360,2020-06-24
TC4177,R017,5.98,133,2017-02-16
TC4178,R435,7.75,441,2019-07-04
TC4179,R021,7.79,332,2019-01-04
TC4180,R378,3.75,446,2020-08-20
TC4181,R161,5.02,195,2023-08-06
TC4182,R345,1.02,162,2023-11-16
TC4183,R367,3.71,404,2019-02-02
TC4184,R240,1.15,180,2017-02-25
TC4185,R113,2.09,173,2020-10-06
TC4186,R081,6.84,431,2018-06-05
TC4187,R187,8.84,406,2020-08-10
TC4188,R042,4.27,466,2020-06-08
TC4189,R070,9.92,348,2017-09-17
TC4190,R364,7.89,181,2024-12-30
TC4191,R400,4.75,272,2023-12-27
TC4192,R181,8.18,321,2024-01-05
TC4193,R297,8.82,104,2020-08-25
TC4194,R043,3.43,227,2024-12-24
TC4195,R041,7.27,181,2022-02-19
TC4196,R227,6.95,408,2020-04-04
TC4197,R057,1.82,432,2021-06-20
TC4198,R453,1.43,158,2019-11-09
TC4199,R099,2.58,115,2024-04-10
TC4200,R030,3.0,130,2020-11-09
TC4201,R434,4.63,86,2020-08-17
TC4202,R280,5.2,279,2018-11-10
TC4203,R224,9.33,316,2022-01-10
TC4204,R336,9.16,72,2024-01-01
TC4205,R213,9.58,243,2023-04-01
TC4206,R419,4.78,192,2020-12-15
TC4207,R297,6.65,127,2019-05-29
TC4208,R343,2.78,245,2023-08-03
TC4209,R329,6.13,68,2020-09-21
TC4210,R391,5.21,59,2023-09-11
TC4211,R056,7.61,243,2016/02/16
TC4212,R377,6.25,221,2016/12/03
TC4213,R189,5.71,256,2016/07/06
TC4214,R350,4.22,282,2024-02-08
TC4215,R127,6.36,187,2021-07-15
TC4216,R041,5.03,203,2023-09-23
TC4217,R370,6.14,274,2019-04-12
TC4218,R201,6.48,426,2021-01-29
TC4219,R225,4.13,91,2024-08-12
TC4220,R437,3.12,249,2023-12-23
TC4221,R430,4.08,67,2021-02-15
TC4222,R038,8.97,99,2022-05-12
TC4223,R277,1.3,322,2024-03-08
TC4224,R238,3.67,312,2019-06-27
TC4225,R165,6.18,361,2019-05-20
TC4226,R242,9.74,332,2019-09-18
TC4227,R196,4.31,426,2020-04-09
TC4228,R204,3.17,222,2017-11-23
TC4229,R451,3.21,125,2024-04-28
TC4230,R356,7.34,105,2022-11-19
TC4231,R493,8.66,281,2020-12-30
TC4232,R293,3.4,355,2021-08-10
TC4233,R200,5.43,477,2020-06-26
TC4234,R124,4.2,441,2018-02-07
TC4235,R493,7.72,286,2019-05-31
TC4236,R034,3.29,162,2023-06-28
TC4237,R086,5.56,183,2021-12-15
TC4238,R013,4.75,256,2020-08-06
TC4239,R128,2.04,362,2017-04-29
TC4240,R143,2.92,78,2020-06-05
TC4241,R107,2.08,118,2024-06-19
TC4242,R417,8.79,341,2020-04-11
TC4243,R435,1.59,208,2018-06-25
TC4244,R191,1.04,162,2016/11/07
TC4245,R220,9.63,106,2016/05/25
TC4246,R371,5.6,413,2018-08-06
TC4247,R205,6.36,461,2024-05-31
TC4248,R294,7.78,296,2020-10-18
TC4249,R499,4.9,257,2020-12-17
TC4250,R461,2.42,465,2021-03-12
TC4251,R117,5.24,385,2023-09-04
TC4252,R237,6.32,341,2018-02-13
TC4253,R233,5.26,282,2016/11/22
TC4254,R174,4.86,213,2020-12-22
TC4255,R329,6.11,403,2021-09-08
TC4256,R190,9.86,92,2019-06-15
TC4257,R362,1.3,468,2021-03-09
TC4258,R129,3.45,453,2020-07-07
TC4259,R175,7.61,85,2019-08-20
TC4260,R413,5.33,217,2024-08-17
TC4261,R432,7.39,403,2021-02-22
TC4262,R083,9.36,389,2023-11-16
TC4263,R185,7.06,309,2017-03-15
TC4264,R334,7.21,96,2022-04-21
TC4265,R190,4.24,341,2017-09-13
TC4266,R150,1.02,120,2019-05-30
TC4267,R161,7.95,385,2023-04-12
TC4268,R416,1.65,462,2020-12-16
TC4269,R037,5.85,406,2018-03-31
TC4270,R213,9.56,392,2023-05-13
TC4271,R358,2.38,186,2017-12-24
TC4272,R109,7.08,333,2023-10-08
TC4273,R288,1.87,248,2016/03/07
TC4274,R205,4.75,389,2022-04-09
TC4275,R144,6.35,205,2020-04-11
TC4276,R485,2.16,88,2019-11-11
TC4277,R231,1.97,442,2019-10-04
TC4278,R499,5.71,278,2018-06-16
TC4279,R462,3.54,132,2024-11-17
TC4280,R194,1.87,448,2020-07-05
TC4281,R192,5.01,164,2021-11-15
TC4282,R326,1.06,441,2019-10-02
TC4283,R419,2.72,209,2023-03-17
TC4284,R483,3.88,67,2020-08-05
TC4285,R462,1.07,366,2023-01-22
TC4286,R295,4.89,419,2024-05-03
TC4287,R455,8.96,155,2021-11-13
TC4288,R001,3.86,457,2024-02-06
TC4289,R252,6.64,392,2021-09-03
TC4290,R367,5.8,352,2022-03-13
TC4291,R167,9.29,221,2022-12-29
TC4292,R167,3.26,196,2020-09-19
TC4293,R108,3.09,77,2017-12-15
TC4294,R032,7.28,398,2021-06-15
TC4295,R142,5.76,374,2023-12-02
TC4296,R329,4.52,142,2024-10-29
TC4297,R496,9.2,318,2023-10-02
TC4298,R328,7.98,253,2025-01-03
TC4299,R469,4.21,173,2017-12-21
TC4300,R276,2.17,268,2024-09-04
TC4301,R400,4.77,114,2022-03-13
TC4302,R269,2.24,376,2024-07-09
TC4303,R265,1.61,424,2021-11-27
TC4304,R248,9.04,247,2017-11-10
TC4305,R351,2.96,257,2020-02-08
TC4306,R170,1.16,429,2016/12/26
TC4307,R310,4.98,392,2024-02-17
TC4308,R483,7.92,97,2023-09-04
TC4309,R006,9.8,424,2021-08-20
TC4310,R016,8.67,72,2023-06-13
TC4311,R307,4.76,82,2019-08-09
TC4312,R226,6.02,95,2019-01-01
TC4313,R408,6.13,196,2023-06-11
TC4314,R223,5.04,99,2023-09-28
TC4315,R275,10.0,308,2020-08-16
TC4316,R014,8.85,367,2024-10-20
TC4317,R151,7.33,234,2016/10/31
TC4318,R432,8.42,305,2024-07-14
TC4319,R217,4.07,461,2024-03-21
TC4320,R344,6.66,195,2020-01-30
TC4321,R056,2.08,205,2023-12-22
TC4322,R386,4.65,258,2024-11-26
TC4323,R260,2.71,453,2016/11/27
TC4324,R139,1.67,463,2017-02-26
TC4325,R177,3.38,138,2021-07-18
TC4326,R412,5.96,392,2017-09-08
TC4327,R069,3.9,368,2018-10-21
TC4328,R108,3.79,408,2019-09-29
TC4329,R329,7.88,265,2021-06-14
TC4330,R222,6.33,352,2022-07-30
TC4331,R418,3.39,261,2016/03/26
TC4332,R365,9.22,97,2020-04-14
TC4333,R230,9.48,267,2016/07/13
TC4334,R328,3.73,362,2021-06-11
TC4335,R217,9.64,138,2021-09-27
TC4336,R283,7.15,198,2017-06-27
TC4337,R416,5.54,111,2022-12-09
TC4338,R148,3.03,110,2016/07/23
TC4339,R004,2.76,213,2023-11-15
TC4340,R194,8.79,481,2022-02-02
TC4341,R028,3.06,442,2020-11-14
TC4342,R210,7.86,429,2019-09-24
TC4343,R110,1.1,287,2021-11-10
TC4344,R345,9.62,322,2024-10-17
TC4345,R373,2.28,474,2023-03-13
TC4346,R468,5.34,212,2018-06-17
TC4347,R277,7.09,271,2022-03-15
TC4348,R356,8.29,385,2018-03-09
TC4349,R346,5.44,328,2024-09-27
TC4350,R349,9.47,99,2016/02/29
TC4351,R165,9.87,379,2021-03-30
TC4352,R220,9.63,442,2016/05/27
TC4353,R104,1.95,435,2024-04-24
TC4354,R472,5.57,228,2019-12-14
TC4355,R484,4.67,392,2020-05-10
TC4356,R362,1.66,119,2021-03-18
TC4357,R134,4.9,250,2018-11-04
TC4358,R183,6.47,227,2016/01/13
TC4359,R312,8.18,162,2016/06/11
TC4360,R276,9.73,112,2016/12/21
TC4361,R123,2.25,494,2022-03-13
TC4362,R234,3.33,185,2021-04-11
TC4363,R239,8.65,301,2016/03/13
TC4364,R082,4.57,256,2021-10-10
TC4365,R094,5.81,332,2022-08-11
TC4366,R171,9.62,443,2020-11-07
TC4367,R345,8.75,486,2020-07-30
TC4368,R043,2.35,269,2020-02-07
TC4369,R213,8.88,231,2023-09-27
TC4370,R487,5.72,189,2023-02-09
TC4371,R014,5.05,242,2024-01-20
TC4372,R187,3.05,451,2017-06-18
TC4373,R222,7.43,185,2019-03-07
TC4374,R023,4.0,372,2017-08-01
TC4375,R101,3.02,249,2016/09/25
TC4376,R488,9.81,268,2024-08-04
TC4377,R391,3.08,498,2020-07-26
TC4378,R068,8.82,280,2017-10-22
TC4379,R067,5.0,261,2021-12-17
TC4380,R236,5.94,366,2016/04/12
TC4381,R133,2.15,255,2021-10-18
TC4382,R088,5.66,132,2021-08-18
TC4383,R149,9.32,133,2020-03-18
TC4384,R093,3.13,291,2019-09-21
TC4385,R119,1.66,344,2018-03-21
TC4386,R227,3.94,470,2024-08-25
TC4387,R190,3.16,225,2023-01-14
TC4388,R221,3.36,452,2017-04-15
TC4389,R496,9.17,345,2021-06-04
TC4390,R105,3.8,118,2023-11-09
TC4391,R158,9.04,360,2019-07-15
TC4392,R294,1.23,193,2019-04-15
TC4393,R477,3.0,377,2023-12-30
TC4394,R374,8.01,342,2023-04-23
TC4395,R364,3.29,141,2023-11-24
TC4396,R406,1.53,444,2023-06-26
TC4397,R072,5.79,321,2020-02-09
TC4398,R232,1.49,71,2019-06-05
TC4399,R390,9.55,63,2018-01-27
TC4400,R474,1.86,483,2018-08-02
TC4401,R323,8.67,299,2022-03-29
TC4402,R498,9.56,180,2016/10/23
TC4403,R317,7.28,405,2016/03/10
TC4404,R421,3.06,459,2016/12/10
TC4405,R387,5.59,136,2022-08-25
TC4406,R151,2.37,231,2021-04-23
TC4407,R222,9.56,128,2019-01-22
TC4408,R273,4.3,383,2017-12-18
TC4409,R492,9.94,318,2018-03-21
TC4410,R126,1.99,306,2022-11-24
TC4411,R375,9.3,185,2022-04-05
TC4412,R299,7.89,468,2020-07-21
TC4413,R067,9.86,68,2017-12-13
TC4414,R241,5.32,392,2016/03/09
TC4415,R067,2.26,226,2021-07-16
TC4416,R265,3.95,278,2023-12-31
TC4417,R440,9.86,497,2018-03-31
TC4418,R080,7.92,123,2017-12-22
TC4419,R155,1.34,106,2024-12-18
TC4420,R161,5.09,315,2019-06-13
TC4421,R084,1.65,74,2018-06-12
TC4422,R427,8.21,280,2024-11-10
TC4423,R358,9.86,215,2017-05-25
TC4424,R079,8.37,176,2023-12-15
TC4425,R231,1.58,453,2021-12-09
TC4426,R320,4.59,100,2016/06/07
TC4427,R409,5.98,135,2022-10-12
TC4428,R023,5.31,490,2022-09-10
TC4429,R208,2.76,491,2019-05-28
TC4430,R240,2.01,223,2020-12-28
TC4431,R368,9.9,370,2020-09-15
TC4432,R369,8.62,126,2017-04-18
TC4433,R385,1.58,428,2017-11-21
TC4434,R002,9.85,223,2024-07-26
TC4435,R270,3.58,126,2016/01/22
TC4436,R216,6.49,96,2020-02-11
TC4437,R196,1.81,314,2017-02-14
TC4438,R416,1.08,103,2021-10-13
TC4439,R071,9.57,52,2021-07-09
TC4440,R089,8.66,486,2022-08-19
TC4441,R249,1.87,487,2022-06-05
TC4442,R307,1.19,462,2019-07-26
TC4443,R095,2.35,173,2021-09-23
TC4444,R073,9.12,342,2017-11-17
TC4445,R300,2.62,194,2022-11-12
TC4446,R476,2.42,169,2019-02-20
TC4447,R109,8.44,228,2024-08-24
TC4448,R500,3.82,481,2024-03-23
TC4449,R050,1.57,74,2020-08-02
TC4450,R448,8.11,347,2023-11-16
TC4451,R155,4.96,323,2016/03/07
TC4452,R470,8.06,419,2019-08-05
TC4453,R178,9.64,204,2024-07-19
TC4454,R405,7.94,357,2023-12-17
TC4455,R087,7.09,421,2025-01-19
TC4456,R347,1.16,441,2023-11-30
TC4457,R031,6.21,428,2017-12-22
TC4458,R344,5.79,396,2019-10-11
TC4459,R435,9.83,68,2024-07-05
TC4460,R237,1.97,306,2019-01-22
TC4461,R466,2.17,327,2024-10-13
TC4462,R437,4.37,332,2022-01-29
TC4463,R475,2.99,88,2019-06-07
TC4464,R164,6.83,439,2017-10-31
TC4465,R495,3.7,453,2024-02-07
TC4466,R118,2.38,92,2023-06-27
TC4467,R020,5.83,194,2023-12-26
TC4468,R090,6.32,415,2021-08-08
TC4469,R020,5.59,358,2024-07-08
TC4470,R341,6.61,347,2016/11/05
TC4471,R405,1.67,114,2023-09-26
TC4472,R363,9.32,237,2023-01-31
TC4473,R491,3.6,491,2016/07/13
TC4474,R490,5.08,369,2017-05-30
TC4475,R104,6.82,456,2016/06/26
TC4476,R076,1.13,184,2024-07-22
TC4477,R463,4.93,407,2019-12-23
TC4478,R196,7.79,57,2020-09-06
TC4479,R300,3.06,316,2022-01-30
TC4480,R192,2.08,458,2021-09-17
TC4481,R257,3.73,486,2019-08-20
TC4482,R157,8.65,469,2019-01-15
TC4483,R334,7.03,231,2018-07-22
TC4484,R156,9.02,457,2023-01-26
TC4485,R327,3.37,238,2021-04-23
TC4486,R138,7.4,274,2016/07/06
TC4487,R414,2.49,102,2017-06-13
TC4488,R301,2.55,267,2022-08-15
TC4489,R091,8.75,89,2019-03-16
TC4490,R022,2.13,66,2020-08-16
TC4491,R025,3.28,188,2021-04-10
TC4492,R481,7.25,430,2017-07-08
TC4493,R305,4.96,267,2024-09-30
TC4494,R395,2.04,401,2023-06-27
TC4495,R443,3.53,190,2023-05-08
TC4496,R263,9.63,203,2020-07-27
TC4497,R052,5.94,367,2016/12/21
TC4498,R050,9.49,128,2021-01-06
TC4499,R237,7.66,344,2016/02/22
TC4500,R162,4.77,351,2024-04-04
TC4501,R010,8.27,321,2021-07-24
TC4502,R447,8.1,377,2019-08-21
TC4503,R484,3.09,262,2020-02-02
TC4504,R485,6.57,196,2017-05-20
TC4505,R226,3.64,309,2019-11-15
TC4506,R083,6.48,364,2019-09-14
TC4507,R065,2.96,479,2024-07-15
TC4508,R045,6.73,230,2021-02-11
TC4509,R372,5.89,230,2021-12-27
TC4510,R252,1.41,269,2019-02-14
TC4511,R010,9.7,459,2024-12-29
TC4512,R314,5.4,125,2020-03-15
TC4513,R136,7.23,293,2017-05-08
TC4514,R241,2.68,395,2020-01-12
TC4515,R224,9.45,342,2018-10-27
TC4516,R105,4.5,209,2020-01-23
TC4517,R295,1.72,210,2016/06/27
TC4518,R322,9.02,456,2023-07-19
TC4519,R048,9.25,90,2017-09-04
TC4520,R314,1.5,328,2025-01-07
TC4521,R141,4.99,302,2016/01/20
TC4522,R175,9.3,271,2022-08-31
TC4523,R103,3.05,483,2019-10-22
TC4524,R168,9.74,97,2021-10-09
TC4525,R334,9.21,222,2022-02-24
TC4526,R214,3.42,218,2022-12-23
TC4527,R300,3.9,161,2024-08-17
TC4528,R284,4.35,492,2017-09-26
TC4529,R128,1.75,380,2024-08-12
TC4530,R126,5.78,251,2016/12/23
TC4531,R145,5.59,466,2022-07-26
TC4532,R059,5.17,292,2023-09-27
TC4533,R391,3.28,296,2020-03-25
TC4534,R454,4.74,142,2023-06-23
TC4535,R030,1.97,427,2022-09-05
TC4536,R461,8.12,461,2022-07-30
TC4537,R367,4.56,168,2016/05/20
TC4538,R216,5.13,234,2017-05-27
TC4539,R229,6.88,177,2019-03-10
TC4540,R406,6.41,325,2021-05-17
TC4541,R233,8.57,460,2017-01-27
TC4542,R465,4.75,384,2017-07-22
TC4543,R465,3.11,224,2016/05/29
TC4544,R484,5.36,268,2016/12/03
TC4545,R300,6.07,444,2019-01-28
TC4546,R167,9.01,267,2018-11-01
TC4547,R406,7.49,197,2017-10-19
TC4548,R134,7.26,59,2018-04-07
TC4549,R122,3.48,328,2016/05/21
TC4550,R357,7.93,342,2017-10-09
TC4551,R215,2.68,127,2019-04-14
TC4552,R248,7.02,362,2019-02-01
TC4553,R185,9.06,496,2016/02/25
TC4554,R111,4.97,257,2020-04-13
TC4555,R435,2.21,129,2019-10-09
TC4556,R022,6.57,161,2023-05-13
TC4557,R377,1.78,295,2024-09-19
TC4558,R101,5.66,280,2019-12-15
TC4559,R391,4.47,236,2020-03-23
TC4560,R382,5.57,367,2017-09-20
TC4561,R074,4.4,190,2016/09/28
TC4562,R388,2.5,147,2022-03-14
TC4563,R085,1.83,209,2016/03/18
TC4564,R491,4.52,243,2017-10-31
TC4565,R211,8.02,219,2017-02-17
TC4566,R222,6.3,92,2023-12-14
TC4567,R427,9.51,118,2021-05-11
TC4568,R118,1.8,439,2018-07-03
TC4569,R414,8.27,144,2017-08-23
TC4570,R399,8.45,247,2023-02-16
TC4571,R276,6.06,204,2024-11-05
TC4572,R476,4.12,265,2022-05-10
TC4573,R164,7.95,238,2020-01-17
TC4574,R343,9.55,289,2021-10-27
TC4575,R329,4.63,166,2021-11-13
TC4576,R416,7.69,268,2023-02-05
TC4577,R303,2.12,315,2017-09-26
TC4578,R281,7.87,133,2022-10-01
TC4579,R021,6.4,105,2019-09-29
TC4580,R309,7.95,434,2024-09-14
TC4581,R012,9.07,308,2024-05-05
TC4582,R368,2.47,353,2019-01-29
TC4583,R058,5.66,408,2018-05-22
TC4584,R148,4.92,343,2019-01-31
TC4585,R270,3.86,89,2022-04-28
TC4586,R452,1.86,126,2018-11-06
TC4587,R292,7.9,275,2017-12-20
TC4588,R484,8.58,287,2020-03-17
TC4589,R183,3.38,340,2017-11-08
TC4590,R406,9.49,77,2018-09-04
TC4591,R330,1.61,452,2020-11-16
TC4592,R325,1.81,361,2019-01-07
TC4593,R418,8.33,188,2018-06-11
TC4594,R392,8.3,352,2023-02-04
TC4595,R212,1.45,234,2020-01-13
TC4596,R116,5.92,297,2017-07-21
TC4597,R011,2.26,267,2016/07/14
TC4598,R444,9.63,116,2024-02-25
TC4599,R243,6.35,472,2016/05/04
TC4600,R447,6.93,485,2023-07-19
TC4601,R260,7.63,318,2021-04-14
TC4602,R399,3.05,240,2024-09-08
TC4603,R307,5.88,250,2024-11-02
TC4604,R489,3.81,196,2019-02-16
TC4605,R113,3.22,278,2017-10-30
TC4606,R347,3.52,174,2022-04-25
TC4607,R345,3.13,137,2024-03-23
TC4608,R172,2.13,431,2022-08-15
TC4609,R477,4.71,367,2020-07-22
TC4610,R493,9.86,450,2025-01-16
TC4611,R375,7.38,396,2023-07-28
TC4612,R022,1.83,395,2024-12-05
TC4613,R293,3.39,271,2016/04/07
TC4614,R441,8.83,57,2024-04-25
TC4615,R323,9.69,311,2017-04-29
TC4616,R231,1.42,175,2020-03-16
TC4617,R433,2.49,324,2022-08-22
TC4618,R257,9.26,453,2020-06-17
TC4619,R083,7.75,282,2019-01-09
TC4620,R309,4.61,383,2017-10-27
TC4621,R348,2.28,111,2024-10-21
TC4622,R262,9.8,274,2023-07-15
TC4623,R208,7.89,197,2016/04/26
TC4624,R452,9.39,472,2017-11-23
TC4625,R001,2.48,278,2020-04-07
TC4626,R200,9.46,126,2023-07-27
TC4627,R250,6.37,294,2021-10-14
TC4628,R462,1.23,106,2018-08-08
TC4629,R217,4.87,140,2020-10-10
TC4630,R105,7.4,340,2017-11-19
TC4631,R378,7.64,199,2023-09-20
TC4632,R362,4.73,97,2020-08-03
TC4633,R420,8.64,266,2018-07-29
TC4634,R441,5.66,442,2018-06-12
TC4635,R262,7.14,370,2024-08-08
TC4636,R317,5.5,134,2016/05/31
TC4637,R026,4.83,254,2017-11-29
TC4638,R216,9.25,190,2022-05-04
TC4639,R277,8.16,139,2023-10-29
TC4640,R114,2.15,192,2016/05/11
TC4641,R313,6.06,212,2016/07/01
TC4642,R138,7.88,291,2019-06-11
TC4643,R390,6.37,50,2024-02-15
TC4644,R287,1.44,415,2020-12-20
TC4645,R458,1.07,451,2020-09-24
TC4646,R397,6.98,331,2023-04-24
TC4647,R325,4.55,158,2019-10-18
TC4648,R170,7.77,347,2020-11-28
TC4649,R408,4.56,404,2024-11-30
TC4650,R278,9.35,54,2021-05-29
TC4651,R333,2.2,476,2016/01/17
TC4652,R333,1.75,213,2023-07-19
TC4653,R311,8.15,110,2018-11-29
TC4654,R253,1.33,264,2016/12/25
TC4655,R130,4.82,443,2018-06-19
TC4656,R483,8.73,322,2021-05-29
TC4657,R289,9.0,481,2024-10-07
TC4658,R369,1.73,235,2020-03-21
TC4659,R092,8.11,122,2024-07-12
TC4660,R245,6.06,457,2016/09/28
TC4661,R296,3.25,182,2023-06-13
TC4662,R001,5.39,221,2018-12-24
TC4663,R289,2.02,50,2021-04-12
TC4664,R401,2.3,188,2022-11-01
TC4665,R299,7.17,240,2021-06-01
TC4666,R291,7.16,61,2019-04-11
TC4667,R131,2.19,498,2018-04-03
TC4668,R210,8.2,463,2016/02/12
TC4669,R164,8.72,184,2023-04-02
TC4670,R117,4.45,241,2022-06-01
TC4671,R472,6.96,243,2021-03-21
TC4672,R482,2.04,421,2016/09/24
TC4673,R367,9.88,143,2016/07/29
TC4674,R473,5.48,470,2022-08-03
TC4675,R092,6.11,109,2025-01-18
TC4676,R046,1.98,83,2018-12-01
TC4677,R360,1.9,329,2021-10-08
TC4678,R282,1.53,122,2019-06-17
TC4679,R054,1.06,392,2020-05-21
TC4680,R049,6.73,69,2018-11-19
TC4681,R024,1.82,277,2019-03-29
TC4682,R470,7.32,88,2019-02-12
TC4683,R123,3.9,201,2016/06/19
TC4684,R316,3.85,372,2017-05-10
TC4685,R484,9.98,371,2024-02-13
TC4686,R374,4.22,57,2017-02-04
TC4687,R483,3.47,309,2016/06/21
TC4688,R158,2.13,360,2020-07-01
TC4689,R113,5.52,370,2021-02-10
TC4690,R135,7.58,258,2023-07-27
TC4691,R365,2.45,254,2016/01/18
